age,monthly_income,monthly_savings,savings_rate,horizon_years,risk_appetite_encoded,existing_investments,dependents,income_stability,risk_category
25,208487,23074,0.111,30,0,751722,1,1,2
28,473222,118502,0.25,17,0,502175,1,1,2
23,196469,18233,0.093,6,0,680428,2,1,1
58,390608,222314,0.569,19,2,154455,0,1,4
23,162482,85055,0.523,6,1,992805,4,1,3
21,326901,126008,0.385,11,1,226572,3,1,2
63,222834,92225,0.414,28,2,710381,2,1,4
59,32497,7863,0.242,8,0,780734,3,0,0
61,405946,66576,0.164,15,2,350679,5,1,2
51,287842,71809,0.249,24,1,162421,1,1,1
36,290146,74783,0.258,5,2,911289,2,0,3
32,496322,197971,0.399,9,0,818731,1,1,1
29,141987,25566,0.18,16,2,530799,0,1,4
19,286909,156426,0.545,26,0,111576,3,1,2
50,459155,109188,0.238,15,1,590073,5,1,1
63,174648,36508,0.209,24,0,977785,4,1,0
38,269819,149098,0.553,22,2,975039,2,1,4
27,73592,12347,0.168,17,2,135370,4,1,4
55,433532,81996,0.189,9,2,518895,1,1,2
47,288042,23395,0.081,12,2,689753,4,1,3
45,220569,99813,0.453,9,2,293561,4,0,2
51,262934,137659,0.524,25,0,710070,5,0,0
59,354517,170289,0.48,21,2,599248,5,1,3
62,475887,52111,0.11,30,2,120592,0,1,3
65,348269,122509,0.352,3,1,237069,4,1,0
44,69420,14968,0.216,21,2,664635,5,1,3
51,304697,160438,0.527,5,1,142867,5,0,0
35,357283,10368,0.029,14,1,391180,3,0,1
61,440258,94424,0.214,3,2,149395,3,1,0
65,161355,23279,0.144,24,0,809340,0,1,0
53,391852,197453,0.504,26,1,100260,5,0,1
33,155899,67653,0.434,4,0,506713,3,1,1
25,483639,205462,0.425,11,2,473288,4,1,4
24,449559,63219,0.141,19,2,689129,4,1,4
35,379281,43084,0.114,21,0,147878,3,1,1
62,432310,193868,0.448,30,1,255927,1,0,1
23,323391,155673,0.481,15,1,770655,0,1,4
37,88207,11519,0.131,27,2,111426,1,0,3
22,79807,37247,0.467,6,2,957973,0,1,4
65,366870,163458,0.446,10,2,275848,3,0,1
58,438632,137886,0.314,10,2,671868,4,1,1
40,359997,199840,0.555,28,1,163052,0,1,3
47,130966,11782,0.09,9,0,419149,2,1,1
51,128297,43346,0.338,11,0,989588,5,1,0
19,330091,183296,0.555,10,1,366645,2,0,3
35,212994,120700,0.567,27,1,957071,5,1,3
59,429675,168515,0.392,13,2,661237,1,0,1
44,399162,140758,0.353,8,2,555710,5,0,2
60,478768,218456,0.456,24,0,811527,4,0,0
53,481595,99837,0.207,29,2,356427,4,0,1
62,142035,57347,0.404,29,0,741570,3,1,0
36,294892,157169,0.533,21,0,649242,3,1,1
19,55733,9319,0.167,16,1,170948,5,0,2
62,54578,25950,0.475,2,0,781738,5,1,0
64,217539,50896,0.234,7,2,735122,5,0,1
64,83928,46107,0.549,9,1,83793,4,0,0
21,80380,35497,0.442,13,1,825992,1,1,4
21,479922,212288,0.442,21,0,887198,2,1,3
27,382811,95071,0.248,17,1,407974,4,1,3
41,153248,38654,0.252,21,2,374169,1,0,3
49,20320,9654,0.475,28,0,973417,1,1,1
21,275083,146842,0.534,26,2,634151,1,1,4
59,235834,20216,0.086,22,1,876336,1,1,2
47,230515,107171,0.465,25,0,856841,3,1,1
59,464718,34092,0.073,22,0,171541,0,1,0
60,181050,92592,0.511,16,1,441503,1,1,2
43,65256,30097,0.461,25,1,939695,3,1,2
19,48992,18746,0.383,28,1,144282,1,1,4
56,167735,98076,0.585,10,1,142157,4,1,1
31,172225,10247,0.059,26,1,923639,5,1,3
33,151004,58687,0.389,25,0,551852,3,1,1
55,224994,22046,0.098,13,2,533903,2,1,2
56,54782,25173,0.46,6,0,72684,5,0,0
63,255295,86422,0.339,12,0,942760,5,1,0
40,266375,158466,0.595,14,2,372778,0,0,3
52,143664,25955,0.181,19,1,868277,5,1,1
23,29726,16672,0.561,22,1,866220,4,1,4
42,50791,14462,0.285,1,2,979551,2,1,2
43,88111,44522,0.505,20,1,821186,0,1,3
64,306848,99913,0.326,29,1,69639,4,1,1
22,25594,12531,0.49,12,0,651539,0,1,2
36,125573,12130,0.097,13,2,500364,4,0,2
62,474485,269179,0.567,8,1,541529,2,1,1
60,76396,38691,0.506,9,2,609007,2,1,3
43,66121,20882,0.316,6,1,356778,2,1,2
63,382355,140909,0.369,17,1,476379,0,1,1
64,348055,156818,0.451,7,0,978243,0,1,0
55,312717,101907,0.326,11,2,886388,4,0,1
42,339868,91133,0.268,22,0,540277,3,1,0
24,372621,215553,0.578,11,1,767976,4,0,2
43,430520,112573,0.261,29,2,269152,3,0,3
52,110909,25827,0.233,17,2,340687,5,1,2
42,152018,19693,0.13,10,2,95790,4,1,3
55,281439,16350,0.058,25,1,101894,5,0,0
24,327580,16569,0.051,6,2,832307,0,0,3
51,21539,5912,0.274,4,2,860661,1,0,1
52,117799,17242,0.146,4,1,795379,2,1,1
49,275821,53785,0.195,28,0,682511,2,0,1
34,465990,141109,0.303,26,2,212456,3,0,3
39,158442,76947,0.486,30,1,375897,4,0,1
43,25209,11533,0.457,6,1,155666,4,1,2
54,60696,7080,0.117,10,0,157195,5,1,0
29,259350,31140,0.12,1,2,427709,4,1,2
56,417172,21555,0.052,22,1,411906,2,1,2
61,118234,46850,0.396,18,0,554081,4,0,0
19,39627,23565,0.595,10,0,317942,0,0,1
56,488379,128099,0.262,19,2,274864,0,0,2
39,92095,45388,0.493,23,0,87593,4,1,1
32,388582,5924,0.015,27,2,595330,2,1,4
46,494062,16781,0.034,12,2,298277,4,1,3
37,319182,92939,0.291,19,0,750018,4,1,1
33,451436,261008,0.578,28,1,318796,4,0,2
54,111563,35720,0.32,10,2,443599,5,1,1
42,184145,102624,0.557,17,1,714221,5,0,2
35,334557,70066,0.209,14,1,113978,3,0,1
45,431826,137151,0.318,27,2,448648,3,1,3
56,366717,204948,0.559,5,0,831635,5,1,0
35,258657,74806,0.289,12,2,170956,1,1,4
56,320340,175521,0.548,14,1,242037,4,0,0
58,458976,26042,0.057,11,2,924373,5,0,1
50,416178,149923,0.36,27,0,314493,0,1,0
52,427137,234502,0.549,3,1,651084,5,1,0
63,416103,199795,0.48,23,2,51413,4,1,3
38,353720,123248,0.348,1,1,922262,2,1,0
47,304236,136562,0.449,18,2,642510,0,1,4
56,41398,6882,0.166,13,1,265303,2,1,1
65,235379,34320,0.146,21,0,212792,4,1,0
65,68940,18900,0.274,17,2,716435,4,1,2
19,443448,66497,0.15,18,0,624773,2,0,1
55,20901,11060,0.529,11,1,789313,2,0,1
35,271839,64251,0.236,29,0,836642,5,1,1
42,464844,66360,0.143,28,1,913898,1,1,3
36,338488,189847,0.561,22,2,551752,0,1,4
50,103791,29299,0.282,8,2,906641,1,1,3
23,296319,142263,0.48,11,2,735518,1,1,4
35,369115,97759,0.265,20,0,423240,3,1,1
21,47856,21655,0.453,15,2,137080,3,1,4
22,86323,43990,0.51,18,2,478977,4,1,4
65,196318,12533,0.064,9,1,377972,2,0,0
59,462252,255231,0.552,13,0,226377,3,1,0
40,62598,31407,0.502,7,0,935062,4,1,1
22,499222,22118,0.044,25,2,269745,3,1,4
30,378009,212718,0.563,28,1,159094,5,1,3
52,442481,168402,0.381,22,0,201682,5,1,0
33,303007,56415,0.186,9,2,250072,3,1,3
31,338384,10586,0.031,6,2,769565,2,1,4
25,56561,14947,0.264,16,2,1577,0,1,4
30,447014,233506,0.522,10,1,72227,0,1,3
63,428727,81106,0.189,26,2,343154,5,1,2
20,33386,14381,0.431,29,1,416690,1,0,3
25,173778,47771,0.275,16,1,463930,0,1,4
46,167646,88255,0.526,22,2,717186,5,1,4
40,302152,75474,0.25,10,0,262048,1,1,1
54,42504,21766,0.512,17,2,404911,4,1,3
65,31516,6340,0.201,17,2,825169,1,1,3
32,297530,109718,0.369,18,2,220935,2,1,4
47,87443,34424,0.394,13,0,41505,5,0,0
31,438680,119012,0.271,2,1,821190,4,0,0
31,335783,119010,0.354,22,1,523472,4,1,2
47,477820,282948,0.592,21,1,669986,4,1,2
34,82287,46401,0.564,23,1,687235,4,1,3
47,461733,212440,0.46,7,0,874820,4,1,0
57,308456,71985,0.233,25,1,975112,2,1,1
39,469813,181284,0.386,6,2,953197,0,1,3
41,387747,16523,0.043,29,1,23834,2,1,3
50,407355,15345,0.038,9,2,815331,3,1,2
30,353936,136300,0.385,11,2,561340,1,1,4
35,315830,81981,0.26,19,1,920313,1,1,3
59,240934,118221,0.491,22,1,278720,3,1,1
60,480572,109186,0.227,15,1,581042,2,0,1
24,254453,37574,0.148,25,2,204603,2,1,4
46,236597,83282,0.352,20,1,159132,2,1,3
34,250693,124181,0.495,23,0,328910,5,1,1
20,101463,39678,0.391,19,0,958379,1,1,2
46,55525,31532,0.568,1,2,893824,2,1,3
33,487435,37634,0.077,29,1,194215,1,1,3
24,218763,125654,0.574,2,1,533484,3,1,1
33,405350,106010,0.262,2,1,780721,4,1,1
58,134003,13320,0.099,22,2,731636,1,0,2
35,233893,19380,0.083,1,2,580118,1,0,2
44,130776,45544,0.348,16,2,533285,5,1,3
52,472686,118218,0.25,23,0,107041,0,1,0
24,69768,25028,0.359,14,1,3174,1,0,2
51,405693,232043,0.572,21,1,596923,0,1,2
29,389359,155056,0.398,15,1,98970,3,0,2
63,172049,55617,0.323,2,2,874609,4,1,0
27,309304,50156,0.162,16,2,674932,5,0,3
41,314311,115957,0.369,24,0,686736,4,1,0
41,285864,24267,0.085,17,0,315508,1,1,1
57,432601,219730,0.508,21,0,720785,4,1,0
65,326899,38324,0.117,18,0,51272,5,1,0
48,247459,59675,0.241,24,2,153706,3,0,2
54,309014,42394,0.137,26,1,799448,1,1,1
45,429008,126169,0.294,21,2,375233,0,1,4
20,451978,159672,0.353,23,1,937314,3,1,3
24,488013,220341,0.452,4,0,842549,5,1,1
56,229755,16397,0.071,16,2,437480,5,1,2
43,196326,45096,0.23,26,0,770348,3,0,0
47,484432,30739,0.063,26,0,15116,5,0,0
51,473355,162977,0.344,21,1,486121,0,1,1
65,25499,11273,0.442,20,2,660354,3,1,3
53,355949,73367,0.206,19,1,863787,4,1,1
35,380971,25659,0.067,27,1,620253,4,1,2
24,352255,170637,0.484,20,2,375348,2,0,4
32,229087,5534,0.024,21,0,902152,2,0,1
34,66233,6172,0.093,25,2,106311,1,1,4
31,129321,5363,0.041,23,1,396456,1,1,3
34,111074,48965,0.441,19,0,891659,3,0,1
21,211313,7244,0.034,19,1,330763,0,1,4
23,49063,9732,0.198,19,2,380350,0,1,4
28,96411,49340,0.512,4,1,684500,3,0,1
53,43004,14065,0.327,12,0,448013,5,1,0
47,47302,16283,0.344,24,2,749702,0,1,4
55,414485,12868,0.031,12,1,608811,1,1,1
55,160183,68753,0.429,24,0,808183,5,1,0
56,447991,194216,0.434,27,1,810935,3,0,0
44,468073,127989,0.273,25,1,768543,1,1,3
28,301366,104041,0.345,25,1,303446,4,1,3
19,360497,167478,0.465,1,0,548065,3,1,0
35,145549,45701,0.314,24,0,181789,3,0,0
50,381390,217803,0.571,10,2,497873,4,0,1
40,328474,92759,0.282,1,1,309044,0,1,1
47,178901,85908,0.48,19,0,447746,1,1,2
29,473505,163666,0.346,12,1,141900,4,1,2
43,465527,149587,0.321,16,2,766887,5,1,3
49,325934,73580,0.226,13,0,261578,1,1,1
32,74633,22143,0.297,7,2,794878,3,1,3
18,246179,93074,0.378,12,1,502716,4,1,2
44,455686,192535,0.423,30,0,893182,3,1,1
48,76116,18161,0.239,25,1,20836,0,0,2
45,441175,87018,0.197,5,1,394093,1,1,2
59,365452,187639,0.513,26,1,465994,1,1,2
58,266983,90092,0.337,19,1,964266,0,0,1
32,337188,78948,0.234,19,1,217394,1,1,3
20,135260,47292,0.35,18,2,757666,5,0,3
51,401032,170837,0.426,4,0,245160,4,0,0
22,274817,24177,0.088,1,2,723807,1,0,2
44,418167,242474,0.58,14,1,900853,1,1,3
26,414051,23646,0.057,2,0,299479,5,0,0
48,392078,124975,0.319,16,2,366378,1,1,4
64,353260,208662,0.591,27,1,277483,5,1,1
39,166800,11997,0.072,18,0,975601,3,0,0
48,84926,45633,0.537,23,1,307124,3,0,2
45,460847,185388,0.402,21,2,277648,1,1,4
31,204381,32043,0.157,4,2,819564,3,0,2
61,475796,44236,0.093,23,1,805855,1,1,1
27,349061,78690,0.225,28,2,286100,0,1,4
56,219757,29660,0.135,30,0,479280,0,0,0
60,50270,15386,0.306,4,1,65184,4,1,0
50,331741,175204,0.528,11,0,495395,1,0,0
24,24025,13283,0.553,16,1,730070,3,1,3
42,61115,16780,0.275,24,0,473006,5,1,1
62,168866,24881,0.147,21,2,226024,2,1,3
62,381445,19390,0.051,20,0,225121,4,1,0
30,123920,15748,0.127,2,2,547026,5,0,1
59,495450,282267,0.57,9,0,495898,1,1,0
56,172948,13949,0.081,27,2,517200,3,0,1
21,189957,58144,0.306,5,1,180427,3,1,2
31,71012,26560,0.374,19,1,533008,5,1,2
52,434336,155862,0.359,28,0,178446,3,1,0
36,410508,186323,0.454,20,0,19156,0,1,2
27,479822,236226,0.492,30,2,461691,5,1,4
35,232986,101176,0.434,29,1,256427,5,1,3
51,429414,157483,0.367,18,1,145338,0,1,2
37,362424,155939,0.43,12,1,923882,5,1,2
40,123215,18180,0.148,6,2,954435,0,1,3
22,451723,96493,0.214,28,2,965265,1,1,4
47,164491,19457,0.118,17,2,557373,0,1,4
51,53477,20857,0.39,6,0,340281,2,0,0
61,261422,88021,0.337,6,1,666980,1,1,1
20,364572,131044,0.359,16,0,505350,4,1,1
21,400041,142815,0.357,17,1,319186,4,1,3
38,227383,74093,0.326,4,2,570850,2,1,3
54,209607,103991,0.496,22,2,828894,3,1,3
30,262330,68749,0.262,17,0,491874,0,1,2
30,32467,13257,0.408,20,2,94202,1,1,4
27,281176,125871,0.448,22,0,529954,2,0,2
43,405546,211717,0.522,7,0,915639,1,1,1
28,232204,104397,0.45,9,2,973215,3,1,4
33,124843,65102,0.521,7,0,113034,5,1,1
19,384543,19549,0.051,20,0,740686,3,0,0
25,376004,29624,0.079,20,0,478997,1,1,2
54,355325,180858,0.509,10,2,496297,2,1,3
35,124672,31639,0.254,22,1,32930,1,1,3
22,105366,18403,0.175,21,2,261420,3,1,4
44,318845,139457,0.437,13,2,581529,1,1,4
45,125185,41404,0.331,15,1,703023,2,1,3
46,245461,42500,0.173,26,2,488195,5,0,3
50,152965,18753,0.123,11,2,469984,4,1,1
55,88653,41929,0.473,27,2,193646,1,1,4
45,280710,66720,0.238,11,1,991827,2,0,1
19,433905,132101,0.304,12,0,494527,1,0,1
48,427561,106489,0.249,12,1,354388,0,1,2
65,340176,120074,0.353,10,0,254957,1,1,0
61,395833,151692,0.383,30,2,9472,4,0,1
64,385406,71060,0.184,24,2,355050,4,1,2
55,424653,174176,0.41,11,0,143988,5,0,0
38,127967,72847,0.569,26,1,239646,1,1,3
43,308137,166564,0.541,22,0,715637,4,0,0
40,476104,74351,0.156,29,1,758171,5,0,1
60,109051,32867,0.301,8,2,746716,4,1,2
59,295107,54434,0.184,26,1,641857,0,1,1
59,102867,42528,0.413,22,0,458818,5,1,0
23,184404,95937,0.52,26,1,986710,1,0,3
65,70387,28104,0.399,1,0,449274,0,0,0
62,367613,82928,0.226,15,2,266285,2,0,2
30,210912,64902,0.308,10,2,50711,3,0,3
57,54831,25026,0.456,17,2,915381,0,1,3
21,430922,158412,0.368,3,0,870793,2,0,0
56,61256,16241,0.265,18,2,113606,2,1,3
50,370052,152631,0.412,15,1,13288,3,1,1
53,202047,10147,0.05,13,0,281787,2,1,0
18,211812,117255,0.554,19,1,937687,2,1,4
54,345812,174635,0.505,4,0,597457,1,0,0
53,251807,29363,0.117,7,2,997414,4,0,1
38,344368,192727,0.56,28,2,906482,0,1,4
65,446221,26602,0.06,26,2,923577,2,1,3
58,276210,131545,0.476,16,0,906630,5,1,0
59,259647,73681,0.284,11,0,848964,4,0,0
50,351747,107499,0.306,18,0,818749,0,0,0
23,139415,54833,0.393,29,2,331612,3,1,4
61,342790,202327,0.59,11,1,288642,2,1,2
37,436313,107511,0.246,25,0,23525,4,0,0
31,253312,34483,0.136,2,0,15733,4,1,0
29,182434,91489,0.501,25,0,77597,0,1,2
20,212941,26059,0.122,25,2,148620,3,0,3
48,364043,33718,0.093,2,1,991052,5,1,0
59,395595,5767,0.015,24,2,904574,0,1,3
20,57260,14730,0.257,26,0,596093,4,1,1
59,63723,14699,0.231,2,2,583526,1,1,1
47,291623,80361,0.276,25,2,124232,2,1,4
42,160562,26252,0.164,11,2,241535,2,0,3
36,325023,193337,0.595,10,0,340134,3,1,0
36,229124,111080,0.485,15,2,388742,1,0,4
22,421072,174241,0.414,5,1,691150,4,0,1
60,395574,223976,0.566,11,1,665329,4,1,1
55,474529,39160,0.083,6,1,669745,5,0,0
35,251322,10544,0.042,8,1,587536,5,0,1
23,70713,25390,0.359,12,2,528269,5,1,4
65,401382,100335,0.25,18,0,649868,4,1,0
32,186963,96009,0.514,25,0,991457,2,1,3
52,278789,154634,0.555,10,2,633669,0,1,3
29,368292,50890,0.138,11,0,137821,3,1,0
44,482427,61017,0.126,12,0,535848,1,0,0
39,315267,99346,0.315,23,1,717997,4,0,1
32,65406,7024,0.107,11,1,520112,2,1,3
20,401433,194773,0.485,25,0,99764,2,1,3
35,332712,114349,0.344,23,0,619256,0,1,2
61,463931,204294,0.44,27,1,919283,2,1,2
29,287201,154805,0.539,22,2,150685,4,0,4
50,468934,41445,0.088,14,0,833650,3,1,0
28,398232,165897,0.417,8,0,913946,2,0,1
62,407932,100251,0.246,29,1,410259,1,0,1
49,487993,267597,0.548,9,0,611650,0,1,1
65,446904,222912,0.499,19,2,235851,5,0,2
39,127724,9792,0.077,15,1,838018,3,1,1
50,124647,40031,0.321,18,1,760691,3,0,0
59,340038,92640,0.272,14,1,727,3,0,0
30,80091,19842,0.248,18,2,205603,0,1,4
39,494319,164912,0.334,10,1,398640,1,1,2
33,422431,175457,0.415,18,0,339606,4,0,1
50,234168,94876,0.405,17,2,387128,2,1,3
36,486612,274670,0.564,24,0,199121,5,1,1
56,494599,55248,0.112,1,0,993205,0,1,0
51,282739,34592,0.122,4,1,324809,4,0,0
33,174841,30020,0.172,29,1,871806,0,0,3
57,456221,138922,0.305,17,0,798385,2,1,0
34,488255,257712,0.528,6,2,229016,1,0,3
37,484837,75400,0.156,5,1,363308,1,1,2
62,35385,14336,0.405,14,1,560309,5,1,1
46,235657,47719,0.202,17,1,473319,3,0,1
65,164407,49140,0.299,22,2,165912,2,1,3
43,77480,27754,0.358,8,1,792425,5,0,1
45,72066,21138,0.293,17,2,878691,5,1,3
54,145604,8435,0.058,2,2,714995,3,1,0
55,335158,168898,0.504,26,2,283466,3,1,3
31,321173,6737,0.021,3,0,609762,2,1,0
29,261474,133692,0.511,7,1,973751,3,1,3
32,320242,9655,0.03,22,0,3771,3,1,1
40,340580,112779,0.331,28,1,485319,0,0,2
35,413056,94031,0.228,19,0,283135,0,1,2
51,283685,134237,0.473,14,2,364939,3,1,2
46,169328,23653,0.14,28,1,39339,5,1,2
63,427922,174303,0.407,6,2,518993,4,0,1
59,393410,31739,0.081,29,1,53019,2,1,2
35,40187,7327,0.182,8,1,346229,4,1,2
25,432774,35782,0.083,15,1,185784,4,1,3
57,338555,191278,0.565,30,2,395739,5,0,2
55,393403,235596,0.599,3,2,977262,1,1,1
36,226063,126211,0.558,11,2,294358,4,0,3
26,410447,243706,0.594,18,0,168751,4,1,2
31,347275,69280,0.199,19,2,641142,2,0,4
45,184052,72194,0.392,15,1,562080,1,1,3
39,124292,18777,0.151,11,1,309963,5,1,1
47,400161,124496,0.311,15,1,505180,0,1,3
61,98006,54863,0.56,5,1,276923,0,1,1
36,433151,183330,0.423,1,2,678387,0,1,3
49,223460,83608,0.374,30,0,784681,1,1,1
63,323255,103273,0.319,14,1,896650,2,1,1
63,187973,96271,0.512,22,0,918746,3,1,0
34,416448,107062,0.257,14,1,654287,4,0,1
46,271084,69340,0.256,5,1,823045,2,1,2
63,340903,180625,0.53,9,0,991464,2,1,0
27,438712,259640,0.592,17,0,603146,5,1,2
56,430423,106735,0.248,1,1,80771,4,0,0
52,432492,102459,0.237,6,2,428886,3,1,1
50,285785,92132,0.322,27,2,598411,2,1,3
59,47197,25719,0.545,26,0,846056,1,1,1
41,76747,11273,0.147,13,2,615516,1,1,4
44,201902,111718,0.553,8,2,214560,3,1,3
49,441743,151701,0.343,27,0,476492,4,1,1
54,411407,207617,0.505,11,1,828804,4,1,1
20,65117,30708,0.472,7,0,789622,1,1,2
25,412144,153531,0.373,27,0,178157,0,1,2
65,201383,94494,0.469,28,1,810364,0,1,2
46,277137,43931,0.159,16,0,771279,2,1,1
46,90248,31201,0.346,12,2,250768,0,1,3
65,253867,117223,0.462,25,2,926097,5,1,3
55,355863,156733,0.44,25,1,643012,1,1,2
42,444031,165637,0.373,26,1,612766,2,0,2
23,67098,5132,0.076,23,0,331065,2,1,2
63,144693,49223,0.34,8,2,330515,2,0,1
61,156225,15481,0.099,7,1,718960,5,1,0
63,108887,21006,0.193,22,0,142012,2,0,0
27,263554,20187,0.077,18,0,150635,2,0,1
53,480478,193297,0.402,11,1,279365,2,1,2
34,192903,47933,0.248,12,0,102951,2,1,1
36,456526,74893,0.164,16,1,920243,2,1,3
27,246118,17336,0.07,4,0,82212,3,1,1
42,378278,171526,0.453,10,0,289372,5,1,1
21,496899,204899,0.412,25,0,99862,2,1,3
56,450423,55255,0.123,1,1,42438,2,1,0
19,308102,155840,0.506,11,1,337766,3,0,2
19,307740,80791,0.263,7,0,154404,0,1,1
25,289388,142444,0.492,2,0,85501,2,1,1
43,427110,246656,0.577,7,2,540997,2,1,4
23,171152,58412,0.341,29,1,846278,0,0,3
18,440466,90765,0.206,18,1,737371,2,1,4
20,104433,13168,0.126,14,2,324058,0,0,4
46,88515,28524,0.322,26,0,613008,5,1,1
21,111141,34171,0.307,21,0,996836,0,1,2
56,42995,19605,0.456,24,0,689197,5,1,0
41,30514,12233,0.401,15,1,833147,1,1,3
63,419472,113684,0.271,1,0,619225,4,1,0
64,147602,31205,0.211,3,2,301517,3,0,0
46,252362,24239,0.096,17,0,868408,3,0,0
27,178058,91907,0.516,6,2,199542,2,1,4
62,397636,111629,0.281,1,1,647601,5,1,0
25,38482,19511,0.507,6,0,54213,5,1,1
18,25435,13493,0.53,4,1,920267,5,1,3
28,189251,6587,0.035,1,0,60561,0,1,0
41,46751,10406,0.223,23,0,847848,1,1,1
48,278245,147658,0.531,24,2,922826,4,1,4
27,459717,193206,0.42,25,1,142321,1,1,4
37,258634,143905,0.556,7,1,641629,1,1,3
18,98113,36095,0.368,1,2,167809,4,1,2
29,266549,90395,0.339,18,0,820509,5,1,1
31,105283,49484,0.47,11,2,188726,4,1,4
19,200645,47733,0.238,1,0,637514,2,0,0
46,191172,9944,0.052,26,1,423206,1,1,3
59,51629,9811,0.19,15,1,802207,1,1,2
18,282199,93697,0.332,10,1,342864,5,0,1
18,343923,174524,0.507,19,0,679363,0,0,2
39,69297,22257,0.321,11,2,292552,5,0,2
22,237984,5370,0.023,5,2,810194,5,1,3
34,246009,105565,0.429,30,0,532860,0,1,2
60,473112,48209,0.102,24,0,756355,4,1,0
35,473372,62175,0.131,2,0,392761,2,1,0
27,266592,20401,0.077,21,0,430779,2,1,2
58,226329,81693,0.361,9,2,136262,3,1,2
26,464475,260792,0.561,1,2,84667,5,0,2
51,383581,186689,0.487,14,0,833358,1,0,0
33,269301,50771,0.189,16,2,637031,5,1,4
46,411806,100057,0.243,10,1,427686,1,1,2
37,101238,34217,0.338,28,1,320032,1,1,3
27,179413,80603,0.449,1,0,79360,4,1,0
51,416172,144149,0.346,11,1,55612,2,1,1
34,427022,118096,0.277,10,0,619212,2,0,1
19,113476,54024,0.476,4,1,869241,0,1,3
39,223990,57683,0.258,10,1,630826,1,1,2
19,111679,30705,0.275,16,0,927476,1,0,1
61,296999,172241,0.58,14,0,150641,2,1,0
37,161203,71324,0.442,18,0,882865,1,1,2
47,105192,26618,0.253,10,2,519235,4,1,3
47,60088,16367,0.272,11,2,555673,5,1,3
48,345145,160049,0.464,9,2,209966,4,1,3
30,109506,13872,0.127,13,2,550996,5,1,3
58,72335,18541,0.256,22,1,887963,4,1,1
52,384925,89105,0.231,15,2,592141,5,0,1
34,481263,243922,0.507,29,0,538562,4,1,1
48,308569,115777,0.375,18,1,617752,4,0,1
45,402087,136074,0.338,3,2,258901,0,0,1
47,256436,45612,0.178,11,2,74804,5,0,2
25,387619,33314,0.086,12,1,349230,5,1,2
30,239516,106448,0.444,4,0,311372,1,1,2
30,494587,61176,0.124,13,0,517561,3,1,0
26,392448,111637,0.284,29,2,690527,0,1,4
47,201693,15892,0.079,30,2,953646,1,0,3
31,322138,121912,0.378,30,2,655920,2,1,4
47,408026,147667,0.362,15,1,234750,3,0,1
32,369454,74619,0.202,10,1,686143,5,1,2
61,70762,27684,0.391,30,0,255539,5,0,0
50,52583,19893,0.378,9,1,703288,4,1,0
42,119847,10295,0.086,13,0,551616,5,1,0
27,187984,43374,0.231,15,0,967386,0,0,1
22,212070,105434,0.497,25,0,692494,2,1,3
54,89672,51246,0.571,26,1,613398,2,1,2
26,347692,198435,0.571,27,2,597823,3,0,4
26,86188,21182,0.246,13,2,128938,3,1,4
50,467127,33067,0.071,19,0,466441,3,1,0
29,410845,62745,0.153,30,0,734782,3,0,0
38,156984,26514,0.169,9,1,661809,5,0,1
31,488224,99488,0.204,27,0,668036,0,1,2
40,401448,140797,0.351,30,1,612495,0,1,3
42,332719,165974,0.499,26,2,394411,5,1,4
64,41686,16662,0.4,19,1,454529,2,1,1
40,34915,5909,0.169,21,1,809052,0,0,2
49,137472,37624,0.274,26,0,900198,3,1,1
41,189708,15839,0.083,11,2,178901,1,0,3
26,45651,12195,0.267,1,0,865630,3,1,0
64,281413,123341,0.438,8,0,803789,3,1,0
37,434750,96270,0.221,26,0,498953,1,1,1
20,369937,206002,0.557,15,0,120627,4,1,2
21,496910,150800,0.303,7,1,358780,3,0,1
39,312759,18746,0.06,26,1,263389,0,0,2
60,88049,7801,0.089,26,1,204829,5,1,1
24,225704,12436,0.055,26,2,846626,0,1,4
48,216787,74409,0.343,25,2,521998,5,1,3
36,353024,9507,0.027,21,1,672225,5,1,2
32,419749,185467,0.442,9,0,12755,1,0,1
26,284159,113154,0.398,21,2,5829,5,0,3
41,254748,63418,0.249,19,0,919258,1,0,1
35,360459,36075,0.1,10,0,972048,3,1,0
46,123107,56529,0.459,25,2,751938,1,1,4
52,88122,7648,0.087,18,1,962816,4,1,1
20,72726,27211,0.374,9,0,188210,5,1,1
27,435333,195128,0.448,9,2,987933,4,0,3
24,268018,50798,0.19,24,1,489464,4,1,3
28,461144,104290,0.226,15,0,24142,5,1,1
62,339065,24797,0.073,28,0,833608,1,0,0
33,116160,51940,0.447,7,1,759112,2,1,3
20,366997,119614,0.326,14,1,79064,1,1,3
55,424189,127970,0.302,7,2,921806,1,0,2
21,29372,12928,0.44,1,2,637233,5,1,3
53,361559,214625,0.594,16,0,618636,0,0,0
23,475040,140797,0.296,6,0,485077,5,0,0
64,81305,17612,0.217,26,1,838569,1,1,1
47,302516,60355,0.2,13,0,713280,0,1,1
47,213080,94520,0.444,16,0,785838,0,1,2
41,205221,92640,0.451,1,0,852224,1,1,0
46,188369,59273,0.315,9,0,604091,5,0,0
34,226384,124627,0.551,28,1,989826,2,0,3
33,435882,152702,0.35,20,1,205591,4,1,3
33,229633,16351,0.071,9,1,627915,0,1,3
44,163573,7108,0.043,26,2,746714,3,1,3
49,402111,231280,0.575,27,0,405218,4,0,0
34,32780,12069,0.368,3,0,787941,5,1,0
