fund_category_encoded,horizon_years,risk_score,market_condition,expense_ratio,aum_category,sip_amount,age,pessimistic_return,base_return,optimistic_return
2,25,3.6,1,2.28,2,27003,29,8.51,12.47,21.81
3,3,2.7,2,0.43,2,40634,29,11.01,13.73,19.25
4,19,1.8,2,1.09,0,2959,49,15.25,21.43,24.87
6,3,9.6,2,1.47,2,43355,27,12.95,14.75,23.59
5,5,6.9,1,1.15,2,35402,48,13.41,21.22,26.53
7,9,4.2,0,2.32,0,41406,39,4.78,12.36,19.06
7,10,1.8,2,0.51,0,48448,23,15.55,18.08,29.59
4,4,5.8,2,1.79,1,14054,30,14.2,17.45,23.58
2,16,1.1,1,2.13,0,4360,41,10.04,13.26,20.04
2,14,3.9,2,1.09,2,41802,38,12.31,18.35,22.54
2,28,2.1,0,0.21,0,4247,50,8.37,13.57,16.29
7,18,7.8,0,2.4,2,41512,65,6.74,17.66,27.35
6,8,3.1,1,1.69,1,660,48,10.3,12.66,16.88
5,28,3.7,1,2.09,2,5027,45,13.07,25.73,28.49
7,28,6.1,2,1.87,0,16493,43,10.49,27.14,27.67
1,6,10.0,1,1.72,0,37916,58,5.67,7.59,8.57
0,1,7.7,1,0.47,1,38682,23,4.68,6.58,6.81
1,5,1.4,0,2.39,2,46812,54,1.71,3.37,3.9
5,29,7.6,0,2.38,0,6800,38,7.12,20.9,34.65
5,6,7.8,1,0.97,0,16402,53,9.29,23.23,27.36
4,3,2.9,0,1.97,2,40353,30,9.15,13.21,19.56
7,27,5.9,1,2.29,1,20611,56,6.71,18.45,28.63
1,24,1.8,2,0.66,1,36064,19,9.4,10.59,15.55
6,29,6.9,1,1.29,0,15208,59,13.25,14.18,21.6
4,28,1.6,2,2.46,0,11846,31,15.4,22.63,26.61
5,5,8.6,1,0.23,0,28238,65,13.12,24.15,32.99
0,4,4.9,0,2.32,0,20446,48,0.69,1.83,2.62
1,3,4.3,0,0.24,1,43382,48,2.82,3.91,5.3
3,8,8.8,0,2.43,1,15819,25,3.86,8.28,15.02
3,16,5.6,0,2.31,0,31752,50,5.83,8.41,13.94
2,28,8.4,2,2.28,0,45852,20,10.75,15.38,23.92
7,15,10.0,0,0.87,2,31087,64,4.69,15.75,30.55
5,27,1.8,2,0.61,2,22296,24,14.48,26.85,29.05
6,29,6.2,0,0.27,1,14572,51,7.19,12.22,16.03
7,6,2.7,0,0.34,1,4388,33,5.99,14.89,30.84
2,7,4.2,0,0.22,1,6159,19,8.29,10.2,13.86
1,5,8.8,0,0.6,2,31690,21,2.66,4.09,4.88
0,25,8.8,2,1.61,1,38219,52,7.17,9.74,11.67
0,3,6.6,1,0.68,1,32275,43,5.36,5.44,8.14
4,11,5.0,1,1.71,0,47991,31,12.93,19.83,21.98
6,4,7.8,0,1.42,2,27877,50,8.28,13.03,14.51
6,16,9.2,0,2.24,0,36992,21,6.46,12.25,19.11
0,9,5.6,0,0.66,0,35888,58,1.24,3.07,5.75
7,3,7.8,1,2.17,1,18290,28,8.02,13.82,32.69
3,13,5.1,2,1.97,2,29836,63,10.99,15.49,21.18
3,3,7.5,0,0.52,0,2968,58,5.85,10.22,14.83
5,1,5.9,2,0.9,1,33995,26,14.26,20.62,34.04
6,20,5.3,0,1.44,2,3448,42,8.76,11.51,15.87
4,21,5.9,2,1.04,0,28212,54,15.77,22.18,29.59
4,12,6.7,0,1.35,0,18012,35,10.01,12.47,23.25
5,3,7.3,0,2.29,1,25399,40,7.86,15.96,28.47
1,6,7.3,0,0.71,0,47922,46,2.99,4.47,5.6
6,10,1.1,2,0.9,0,35480,37,13.49,17.52,22.87
4,23,5.2,2,1.36,0,36591,34,16.15,22.28,29.88
5,19,6.6,1,1.08,2,43356,33,12.68,24.37,31.75
6,12,1.5,1,0.37,2,42615,25,11.51,17.08,21.33
1,30,2.0,2,0.64,1,7409,58,8.91,11.54,13.98
1,24,7.2,1,2.08,2,39054,63,5.58,10.14,10.19
0,8,3.8,0,1.78,2,46480,38,1.65,2.51,4.35
1,28,1.9,0,2.12,0,45018,43,1.81,4.16,7.64
7,27,6.0,0,1.51,0,25696,52,3.87,17.03,23.94
7,7,8.3,2,0.28,0,6340,36,10.49,25.51,30.73
6,19,9.2,2,1.94,2,15344,26,10.28,16.49,23.59
5,29,4.3,0,2.34,1,16377,39,9.67,19.23,22.59
5,6,3.5,1,2.29,1,35073,54,14.38,16.84,31.42
0,18,7.1,0,1.78,0,8070,65,0.57,2.3,5.36
7,12,8.6,1,1.11,2,47617,61,7.07,20.02,35.02
1,19,4.7,2,2.11,1,22953,59,7.99,10.76,13.21
4,19,5.1,2,2.28,0,36695,28,15.44,19.13,31.01
7,15,3.6,0,1.27,2,35106,56,5.56,13.99,25.69
3,4,6.3,0,1.24,0,39313,34,7.59,8.17,11.44
6,2,2.1,1,0.49,2,48053,18,10.93,16.06,16.88
3,22,2.9,0,1.16,1,20436,22,7.03,9.83,13.44
6,7,8.7,2,1.64,2,27007,63,12.82,17.67,22.68
4,14,8.8,1,0.91,2,47895,27,11.88,17.76,25.35
7,7,10.0,0,2.35,1,4130,53,4.27,14.41,28.11
3,22,8.3,2,1.2,2,40842,47,10.67,15.55,23.28
7,12,8.2,1,2.3,1,28804,19,7.18,22.09,33.77
3,29,9.7,2,1.05,2,43373,63,10.77,15.59,22.56
7,15,5.6,0,1.1,2,18558,56,7.85,16.5,24.51
3,4,6.7,2,2.29,0,35975,22,10.87,13.26,15.72
0,28,2.1,1,0.58,2,16326,30,5.66,9.11,10.12
2,17,2.8,0,1.97,1,46013,38,7.21,10.37,15.73
0,24,3.3,0,2.31,1,49180,61,1.07,2.4,5.11
0,3,4.6,0,1.16,2,11990,54,1.46,2.7,4.56
7,30,7.7,0,0.43,2,2186,23,5.39,20.09,22.45
4,13,3.3,0,1.18,1,16846,61,8.68,14.78,20.08
3,1,9.2,0,0.52,1,22789,26,5.58,7.89,14.42
7,17,9.5,0,0.86,0,7328,22,3.82,18.13,27.22
5,13,1.1,1,2.06,0,42540,33,14.14,22.12,31.84
4,25,3.8,0,2.49,0,30945,26,8.93,16.73,21.47
1,10,4.5,2,1.3,0,8461,65,9.06,11.0,12.67
7,14,8.1,2,0.99,1,14014,56,13.51,22.52,31.07
5,13,3.7,1,1.23,2,31444,61,12.23,23.61,27.07
6,13,8.5,1,2.08,2,28392,30,10.1,13.48,20.3
7,29,4.6,1,1.52,0,35314,39,7.29,22.22,24.88
0,13,1.8,0,2.28,0,23451,24,1.39,2.25,6.38
7,24,6.4,2,1.26,0,37268,58,12.3,20.62,27.9
4,4,3.2,0,0.57,2,546,49,8.44,16.93,21.95
3,1,2.2,0,1.31,1,37411,61,6.58,7.9,10.98
2,16,8.3,2,0.66,0,20306,31,11.97,19.72,24.23
2,22,7.0,2,1.65,2,24448,49,12.05,17.94,20.36
5,23,5.5,2,1.24,1,23859,27,12.78,24.59,30.93
3,21,3.0,0,2.01,2,11723,23,5.33,9.66,15.66
6,28,4.5,2,0.97,2,6647,27,13.37,20.24,24.16
3,20,9.7,1,1.94,2,39670,63,7.33,13.3,18.31
6,17,8.6,1,1.13,2,33618,26,9.67,16.84,20.35
6,3,9.3,2,0.8,1,18821,29,13.31,16.92,21.83
6,1,3.2,0,1.88,0,35814,42,7.25,9.85,12.18
7,8,4.1,2,0.64,2,3738,19,14.2,21.97,32.8
0,5,6.1,1,2.12,1,24398,43,5.0,5.93,7.47
5,9,3.8,0,2.24,0,13031,46,9.41,16.98,22.81
0,6,8.3,2,1.89,1,19376,37,6.76,9.06,9.67
4,8,6.4,2,1.0,0,43311,20,16.15,24.23,26.99
4,2,1.8,0,1.16,0,32363,59,11.1,12.47,16.01
2,15,7.8,0,2.27,2,2437,43,5.83,11.23,17.34
0,15,9.8,0,1.28,1,31093,41,0.91,4.52,6.1
2,24,9.5,1,0.33,1,30358,25,10.73,14.35,22.17
6,26,7.7,2,0.85,0,33199,20,12.66,19.31,23.06
2,22,8.7,2,0.65,2,45429,48,11.8,17.19,21.2
2,2,6.2,1,1.91,1,4918,20,8.7,13.21,17.4
4,5,7.0,0,1.97,0,46683,52,10.19,11.71,18.89
2,29,2.4,0,1.4,1,18590,56,5.88,11.18,14.97
0,11,4.3,1,1.95,2,26821,29,3.62,7.66,9.31
2,24,1.3,2,0.25,1,38287,53,13.5,19.13,23.14
5,18,4.1,1,1.51,2,39315,63,10.78,20.3,29.81
7,26,6.0,2,0.1,1,28608,62,13.99,24.2,29.4
3,28,9.0,2,1.95,0,666,61,11.31,17.18,23.1
3,13,9.0,0,2.37,1,37555,60,5.29,8.83,16.78
1,28,5.1,0,0.89,1,19575,21,2.33,4.5,8.0
4,1,2.8,1,1.85,1,42042,25,12.84,18.38,21.93
6,29,9.4,0,1.4,2,38568,21,6.54,12.47,18.44
4,29,2.3,0,1.23,1,10511,27,11.12,16.26,24.46
3,9,4.6,0,0.53,0,41578,58,5.44,10.56,12.06
5,15,3.3,1,0.57,0,3874,54,10.26,21.26,31.02
6,24,1.8,2,1.18,1,14888,28,12.78,18.31,22.23
4,17,8.6,2,1.85,0,43165,40,12.95,19.71,28.05
4,17,9.5,1,1.57,2,27216,19,11.85,18.11,25.44
1,30,3.2,2,0.81,1,7157,54,8.35,12.31,14.95
5,21,4.7,1,0.63,1,32222,23,13.14,28.51,35.89
3,13,9.1,1,0.3,0,39570,64,8.85,14.38,19.48
4,21,9.5,1,1.49,2,29730,19,13.52,17.82,24.6
7,16,6.7,1,2.17,2,9421,18,8.11,18.23,24.97
2,19,8.4,2,2.41,2,23342,46,11.23,17.97,23.21
3,2,7.1,0,2.12,1,41690,23,3.31,7.51,14.87
6,6,2.2,1,0.35,1,1107,31,11.32,15.82,17.16
2,5,7.8,0,0.62,1,47976,50,5.8,7.79,15.29
3,13,6.9,1,1.89,2,28416,51,8.87,13.59,16.71
2,15,2.2,2,0.4,0,39390,21,13.0,17.83,21.37
5,9,1.7,0,0.92,0,32650,57,11.07,16.53,31.34
5,13,5.3,0,2.15,1,10804,47,6.52,18.2,30.1
7,16,2.1,2,1.41,1,32544,35,13.18,24.72,29.37
5,21,2.4,2,1.3,1,14408,63,16.45,28.02,35.82
7,9,3.0,1,1.09,1,45339,19,11.21,15.49,28.02
3,11,4.9,1,1.3,1,9589,32,10.17,12.54,19.71
4,13,7.5,0,0.39,0,16569,40,9.67,16.32,23.87
1,3,5.9,1,0.7,1,38252,51,6.54,6.61,7.89
4,12,9.7,2,0.72,0,17095,28,13.84,21.35,27.33
1,13,6.4,0,1.07,1,2224,40,1.84,4.76,8.54
1,6,4.5,1,2.02,2,2421,62,6.13,7.1,8.47
0,15,2.4,2,0.62,2,48568,64,7.99,11.91,12.58
4,6,9.8,2,1.58,0,45124,20,11.4,18.81,27.86
4,9,4.6,1,0.95,0,40541,58,12.5,14.86,22.63
6,18,7.6,0,0.41,1,22373,53,6.15,14.17,17.11
4,24,8.2,1,0.43,0,9953,35,11.21,19.96,29.07
6,25,8.1,1,1.09,0,42831,60,11.52,14.83,23.13
1,6,1.9,2,1.55,2,47549,22,7.7,8.53,11.08
2,19,3.2,0,1.88,2,3301,49,6.26,11.71,14.4
6,1,3.2,0,2.43,2,37697,20,6.62,10.6,13.22
3,17,1.7,2,2.31,2,10470,64,12.04,15.93,16.58
1,28,7.2,2,1.19,1,9478,61,8.7,11.37,15.09
1,8,3.6,0,1.08,0,605,61,3.28,4.79,7.86
3,9,4.6,1,0.41,0,22291,19,11.04,15.31,15.68
2,24,9.1,0,1.99,2,22979,45,4.98,10.4,15.05
1,29,3.6,1,0.54,0,19991,32,6.07,9.69,11.8
0,7,2.7,2,0.47,0,4072,59,8.3,9.66,11.21
3,22,9.2,1,0.37,0,19377,33,8.77,15.86,22.06
3,1,5.8,0,1.28,1,5557,41,7.09,8.31,13.03
3,19,8.2,2,1.2,1,48221,22,12.14,18.29,27.11
1,15,1.6,2,1.21,1,46170,20,9.11,11.82,14.24
1,30,10.0,2,0.25,2,49406,29,8.3,10.96,14.39
7,16,3.4,0,2.37,2,32399,58,5.46,17.55,27.13
1,15,3.2,2,0.17,2,37411,65,8.08,10.37,13.02
4,14,9.8,0,0.29,2,13193,59,9.45,15.17,25.28
2,5,4.2,2,1.81,2,43041,46,13.33,17.71,17.74
5,15,9.4,1,0.26,1,28569,33,11.91,24.19,35.64
7,4,7.8,0,1.51,1,10757,60,6.07,13.18,25.88
5,26,6.8,0,2.16,0,4249,55,6.78,19.52,31.79
6,22,2.8,2,1.71,0,45806,54,12.41,17.89,21.21
3,24,6.9,1,1.33,0,6060,47,9.8,16.05,18.87
2,22,7.0,1,0.88,1,42350,54,10.91,15.16,20.24
5,17,6.8,0,1.55,2,22304,42,5.73,19.31,26.85
6,1,5.6,1,1.38,1,45302,37,11.49,14.76,16.47
7,3,3.5,0,0.45,2,21521,54,5.96,15.83,23.14
6,8,9.2,0,0.57,2,12369,34,6.04,13.06,17.46
0,2,6.7,2,1.62,0,47496,24,6.79,8.63,9.28
0,13,6.1,2,1.19,2,18964,25,7.86,10.7,13.0
2,3,5.6,0,0.66,0,10986,34,8.3,9.21,14.09
3,16,2.1,2,1.34,1,31822,43,11.05,16.8,21.13
7,12,1.4,1,2.48,0,5791,59,6.98,16.83,23.95
1,29,4.3,0,1.6,0,7621,36,1.92,4.19,6.99
5,29,7.4,0,2.41,0,14508,20,6.27,15.66,32.46
5,11,9.4,1,2.42,2,48615,59,8.79,20.0,32.2
7,9,2.8,2,1.08,2,13483,63,13.42,24.73,32.9
7,27,3.5,2,1.68,1,17451,49,10.31,19.09,34.24
6,23,5.6,0,1.31,1,39127,19,7.63,10.75,15.33
6,2,8.7,1,0.31,1,5478,31,8.14,14.1,22.44
2,11,6.0,0,0.67,1,10109,64,8.45,13.03,16.5
7,22,5.1,2,0.84,0,40112,63,15.15,22.57,35.06
4,5,4.4,1,0.63,2,35439,48,13.35,18.63,21.6
4,17,7.2,2,1.94,2,24328,25,14.6,21.86,28.99
6,12,3.8,2,1.21,2,49936,36,13.97,18.61,21.7
4,1,6.3,1,0.89,1,3505,42,14.54,16.15,21.25
0,11,7.1,2,1.84,0,46142,47,6.91,8.88,11.05
2,30,4.3,2,1.03,2,48671,25,12.19,19.05,21.48
7,12,4.4,0,1.0,1,32925,52,4.77,20.51,29.52
7,29,9.4,0,1.76,2,3366,58,4.0,13.77,25.24
2,15,9.7,1,0.56,1,6370,18,9.98,14.81,21.38
1,2,4.1,1,1.82,0,26565,38,5.8,6.05,6.65
5,13,3.5,0,0.8,2,14870,55,7.46,17.44,32.02
0,5,9.2,0,1.9,2,38619,35,1.57,2.32,3.24
0,28,9.6,2,0.6,1,12522,42,8.91,10.87,12.2
1,8,6.0,0,1.68,2,24380,44,1.6,3.42,5.14
5,14,1.1,0,0.95,0,45310,23,11.54,17.26,29.3
5,19,2.0,0,1.13,0,45416,35,10.33,21.01,26.9
6,1,7.4,1,0.14,2,14867,20,8.64,13.03,20.45
5,17,4.5,1,1.83,1,6411,45,10.63,19.67,32.58
4,4,1.2,2,0.49,0,2451,20,15.33,19.77,25.79
0,25,2.8,1,2.5,1,15651,61,4.24,6.98,9.41
2,8,3.6,0,0.18,1,7802,30,7.09,9.88,15.24
2,16,1.7,1,1.06,0,39719,26,11.75,13.16,18.27
2,19,1.3,0,1.52,0,25967,57,5.57,10.75,14.38
7,16,3.4,0,0.41,2,5940,42,8.0,18.32,28.29
6,27,3.9,1,2.04,1,12543,55,8.92,14.97,19.3
6,9,4.2,1,1.44,2,34529,35,10.74,15.78,19.81
1,13,8.8,0,2.47,1,42755,39,1.95,3.83,6.98
0,6,5.2,1,0.64,2,17534,42,4.3,6.88,8.27
7,1,4.0,2,1.28,1,45015,18,11.16,23.43,34.44
2,1,8.1,2,1.56,2,31199,42,11.48,14.48,19.68
7,7,1.7,2,0.22,2,9847,54,12.77,21.05,32.34
6,5,4.9,0,1.66,1,4057,45,6.0,11.3,14.74
3,25,1.2,0,0.7,0,2578,32,7.25,9.43,15.84
6,23,5.4,2,1.44,0,33679,39,13.24,18.03,21.86
4,6,3.5,2,2.38,2,1649,26,15.66,20.49,24.88
5,4,4.0,1,0.96,0,41110,43,14.43,19.35,28.66
2,1,6.1,2,2.27,2,32239,30,12.6,16.14,17.89
4,30,1.5,2,0.16,0,27774,39,16.15,19.87,26.16
7,20,1.6,1,1.09,1,1860,18,10.66,16.74,30.05
5,15,9.0,0,1.85,1,11392,33,8.29,20.94,34.73
2,2,1.8,0,0.75,1,45875,45,7.82,9.55,11.85
3,2,6.8,1,2.48,1,40568,61,9.89,10.72,14.87
2,22,9.5,0,2.45,0,41102,55,6.49,9.65,15.74
7,14,4.4,2,0.51,2,48134,36,11.79,21.02,32.01
6,12,7.8,2,0.61,2,38257,30,13.42,17.95,25.48
0,18,6.0,0,2.33,1,8263,34,1.0,2.82,6.74
0,27,8.0,2,1.81,2,6056,23,6.18,9.56,11.36
4,8,2.2,1,0.45,2,20287,27,11.3,16.29,24.88
2,9,5.8,2,0.29,1,5636,20,13.39,16.26,17.99
7,30,5.1,0,0.56,0,36947,18,6.07,16.34,22.5
0,21,1.4,2,0.75,1,47486,25,7.17,10.0,13.01
0,14,1.9,1,1.18,1,16263,26,5.5,8.64,10.57
5,5,9.1,2,0.92,1,6205,32,14.79,26.28,31.91
4,25,8.9,2,1.01,0,22512,27,15.07,21.01,30.06
0,20,9.5,2,2.35,0,33387,43,7.63,9.62,12.2
7,26,6.8,1,0.63,2,16218,29,10.74,20.47,25.58
6,12,4.3,1,0.83,0,2294,51,12.44,15.36,20.77
4,30,3.1,1,1.74,0,42542,41,12.88,17.25,26.33
7,7,9.3,2,1.61,2,26083,19,11.02,23.07,33.84
2,18,5.7,2,1.7,0,30337,57,11.49,15.69,22.2
3,26,2.3,2,0.84,1,44907,54,12.83,15.69,20.02
7,5,5.8,1,1.05,1,6405,47,11.18,17.32,31.8
2,12,7.4,1,2.48,2,18471,27,9.55,13.82,20.53
7,28,7.6,2,1.39,0,37923,33,10.54,23.05,33.73
4,27,5.6,2,1.13,0,7665,21,16.06,22.85,31.36
5,13,1.3,2,2.28,0,26874,35,14.5,23.32,39.52
1,3,1.8,1,0.23,0,7104,31,6.39,8.17,8.96
5,14,8.6,1,2.22,2,510,65,12.57,19.74,32.6
7,29,8.2,1,0.39,1,19639,31,10.35,21.5,30.86
7,22,8.8,1,1.16,0,34120,60,10.4,22.55,31.25
7,8,5.0,2,0.72,1,2396,32,13.93,22.8,32.54
0,13,9.4,0,0.36,2,6940,19,2.07,4.51,7.13
5,22,7.9,2,1.85,1,16299,20,14.16,24.68,36.43
7,17,9.1,1,0.12,1,19339,44,9.22,18.4,31.4
3,11,9.6,2,1.87,2,45517,29,10.39,14.4,21.37
6,19,9.7,0,0.49,0,17018,61,7.91,13.64,17.24
4,10,4.4,1,2.42,0,16685,22,11.88,15.18,20.69
3,16,3.5,0,1.08,1,23780,40,5.87,10.93,14.81
7,30,7.1,1,2.17,1,39268,48,9.12,15.37,25.35
0,3,3.0,2,0.7,0,13393,59,8.14,8.48,10.23
6,7,5.4,2,1.4,0,44547,50,13.25,19.18,19.94
2,24,6.2,1,0.29,1,19618,65,10.42,13.15,18.96
2,6,4.1,0,0.63,1,14947,25,7.9,9.9,11.22
0,9,6.9,0,0.98,1,11218,31,2.46,3.43,5.98
3,5,8.3,2,1.88,2,33859,63,9.4,13.85,18.45
7,21,5.7,2,0.82,1,46617,20,12.79,19.42,28.13
3,11,2.0,0,2.07,1,29644,53,4.56,9.04,13.24
5,10,4.2,0,0.18,1,29651,34,8.4,18.48,25.56
5,27,1.6,2,0.38,0,39920,36,14.14,26.37,34.79
6,4,3.7,1,2.48,0,19611,39,9.21,12.3,17.46
5,14,8.0,1,2.19,1,33498,56,13.05,21.59,36.85
2,10,1.3,0,0.6,2,19954,62,9.01,11.18,13.44
0,16,8.6,2,2.23,0,25709,62,7.69,8.98,11.08
4,1,8.7,0,0.25,2,18081,63,9.11,12.25,19.31
5,14,5.2,0,2.08,0,42920,26,11.1,22.72,27.08
4,24,6.7,1,0.57,1,36979,34,13.29,20.05,28.14
4,12,1.5,2,2.28,0,39593,20,16.28,22.7,23.1
7,1,3.6,1,0.15,0,42063,53,10.94,17.23,24.75
6,18,2.1,1,1.76,1,18410,26,11.19,14.98,17.05
7,28,6.7,1,1.91,0,33126,30,8.03,22.6,23.16
4,1,4.9,1,0.75,1,24680,58,13.19,17.97,25.26
4,6,9.6,1,0.13,2,11207,30,12.71,17.96,28.91
0,11,5.4,2,1.52,2,5348,25,6.97,9.98,12.97
7,25,2.2,1,2.15,2,22442,25,10.48,22.45,30.34
2,16,5.2,0,1.24,0,49827,54,8.7,10.87,13.98
6,7,8.9,0,2.09,0,42096,48,5.27,11.26,18.14
6,14,6.0,0,1.54,1,22574,58,7.89,11.24,16.71
7,30,8.7,2,1.37,0,29862,60,14.62,22.48,30.49
3,15,3.4,2,1.18,2,13034,50,12.9,16.87,19.88
3,6,3.1,2,0.18,2,4792,36,11.52,16.27,20.09
6,12,5.4,2,1.03,1,23305,44,13.18,16.89,21.43
6,6,9.5,1,1.1,0,17581,44,11.27,14.96,22.6
5,10,1.4,2,1.62,2,30241,35,14.1,26.15,30.69
2,23,3.8,1,0.88,2,41829,55,11.18,13.26,19.03
3,19,6.6,2,1.6,0,47441,35,12.35,15.87,18.38
7,28,1.8,1,1.97,0,20146,54,8.68,16.9,25.6
6,14,2.4,2,0.18,0,15947,32,12.68,16.97,21.3
7,18,5.2,1,0.95,1,13536,39,8.31,22.05,33.33
5,29,5.7,1,1.08,1,10611,29,13.71,24.64,28.7
3,10,4.0,1,0.51,2,39124,64,8.59,11.53,14.58
3,9,9.2,1,1.79,1,30462,40,9.02,11.29,19.16
0,3,2.3,1,1.24,0,12843,65,5.18,6.29,7.22
4,30,5.0,2,1.81,0,44722,24,15.5,19.72,28.37
2,30,7.6,2,0.65,0,23252,39,13.24,15.65,24.12
4,15,3.2,2,1.22,0,43194,41,14.82,20.74,30.39
3,6,2.5,0,1.99,2,20551,33,6.23,9.55,12.68
5,5,4.5,1,0.73,1,857,46,13.7,21.02,32.61
1,30,4.9,1,0.33,0,16750,39,6.89,9.15,11.04
6,22,1.3,2,1.67,1,16661,49,11.79,19.92,21.02
3,30,9.3,0,0.7,2,44406,55,6.21,8.77,16.59
1,2,5.3,0,1.8,1,47088,60,2.41,2.56,5.31
7,18,4.4,1,2.33,0,4269,52,11.99,19.47,28.28
6,6,2.7,2,2.11,1,44782,26,14.17,15.73,17.53
0,1,8.5,1,1.21,0,39858,50,5.61,6.09,7.7
3,28,3.8,0,0.57,0,34178,37,5.97,9.7,14.05
0,3,2.1,2,1.19,0,21329,30,7.27,8.43,9.6
4,16,3.6,0,2.02,1,34866,49,8.41,15.42,18.4
1,28,3.0,2,0.55,0,5197,39,8.52,11.41,14.78
6,9,9.0,0,0.74,0,45138,20,7.17,12.12,16.53
2,13,6.7,2,1.35,0,21495,35,12.91,16.23,19.75
1,24,4.0,0,0.95,2,22217,44,2.49,5.16,7.65
5,15,5.5,0,1.64,0,44556,23,8.85,18.19,29.25
0,2,10.0,2,2.07,0,32277,61,7.09,8.1,8.48
6,22,9.2,0,1.82,2,49934,40,4.83,11.64,16.15
1,27,3.5,1,1.85,2,15413,39,5.72,8.07,9.66
7,1,8.1,2,1.06,1,33066,29,11.05,18.78,31.95
3,27,9.5,2,1.42,1,4159,20,13.42,15.89,24.08
5,1,5.7,2,0.5,1,12409,46,15.71,23.96,32.36
1,20,8.2,0,0.17,1,39830,47,2.43,5.86,7.37
4,9,5.0,0,0.48,2,48722,64,8.63,12.91,23.97
6,6,4.3,2,1.77,2,44654,47,13.79,17.31,19.98
5,24,2.3,0,0.66,2,33996,47,8.36,22.31,32.53
5,30,7.7,0,2.16,2,9533,65,4.99,16.32,28.51
3,24,5.1,2,1.43,2,30995,41,13.55,14.21,19.92
2,12,9.8,1,2.25,1,46291,39,8.74,13.19,19.6
4,30,2.7,0,0.88,2,14482,29,9.04,16.12,21.2
1,20,6.7,2,1.92,0,45926,55,7.85,10.09,13.29
6,26,9.5,0,2.08,1,36189,56,5.82,10.6,18.25
6,22,7.6,2,0.67,0,36392,43,14.26,18.84,23.19
3,28,8.1,0,2.23,2,38998,50,4.99,7.97,14.94
0,2,8.1,1,1.4,2,24585,27,5.09,6.53,7.58
1,22,4.6,1,2.28,0,41330,43,6.05,7.85,11.2
7,2,6.4,0,2.09,0,1139,56,4.08,13.51,24.51
1,7,5.8,1,2.14,2,47440,62,5.84,7.16,8.85
3,9,1.1,2,2.08,2,6765,27,11.43,15.71,17.2
7,20,1.7,0,1.69,2,33513,56,4.52,14.58,22.5
1,1,9.0,1,2.19,0,2919,32,5.08,5.8,7.34
3,15,8.6,0,1.97,1,47425,41,4.28,10.67,15.15
3,20,5.2,2,2.28,2,35915,25,12.04,15.88,19.07
0,21,2.6,1,0.22,0,25835,29,5.17,8.83,10.46
4,16,9.4,2,0.23,0,38447,65,15.98,22.66,28.4
3,4,4.5,2,2.15,2,9986,48,12.32,13.65,16.97
1,4,8.3,2,1.01,0,8448,50,9.11,9.25,12.33
2,30,6.3,1,2.41,2,1319,62,10.46,16.35,18.16
7,12,7.9,1,2.38,2,47389,64,8.28,17.82,34.9
0,25,8.0,2,1.69,1,29269,47,6.79,9.51,12.06
4,21,2.4,2,1.32,2,33727,27,14.79,19.47,23.68
2,10,9.0,2,0.62,2,3728,31,11.08,15.09,22.08
5,1,7.1,1,1.61,1,32699,42,12.3,24.43,26.92
1,10,7.3,2,0.93,0,27474,24,7.55,10.36,11.78
3,4,3.9,1,2.45,1,35636,28,9.63,11.04,15.69
0,21,5.8,1,0.91,1,9362,18,5.0,7.4,9.38
7,13,2.1,0,1.06,1,40982,23,7.41,16.31,25.27
6,6,7.2,1,1.55,2,10226,22,10.7,13.02,20.25
7,22,4.2,2,0.41,0,37570,38,13.52,23.67,38.73
0,4,4.0,0,0.63,0,6260,60,2.09,2.78,4.6
1,19,3.5,0,0.67,2,20184,54,2.43,4.86,8.7
6,11,2.6,2,1.93,2,41879,52,12.49,17.57,20.27
1,24,6.2,1,1.08,1,39181,28,5.93,9.37,12.3
4,15,9.9,2,1.47,0,6783,30,15.12,24.15,28.63
3,14,5.1,2,2.31,0,40735,64,11.16,15.64,21.39
7,1,8.4,2,1.77,2,7366,18,9.43,19.72,26.81
7,28,7.9,1,1.69,2,47681,51,8.83,16.94,26.31
6,14,6.1,2,2.13,1,46185,22,12.11,16.19,22.49
1,15,9.4,2,0.57,2,1446,25,7.74,11.04,13.76
4,8,6.1,2,0.99,0,15125,27,14.77,20.3,25.19
3,27,1.6,2,1.7,0,17638,51,11.53,14.76,17.76
5,10,3.5,1,0.9,0,41261,58,10.61,17.93,24.97
0,21,3.8,2,1.28,2,12688,63,7.22,10.57,11.29
1,12,6.4,0,0.8,0,32369,46,2.68,6.27,7.37
3,11,8.5,2,0.91,0,22218,42,12.05,16.25,21.15
1,26,8.7,1,0.48,0,14685,26,6.56,9.12,11.67
6,22,6.7,2,0.39,0,16833,62,13.87,18.21,19.21
4,11,4.5,0,1.03,1,18514,49,9.08,14.16,22.36
1,12,4.8,0,1.59,0,10413,65,1.61,4.22,6.77
4,19,4.9,1,0.57,0,11473,43,10.88,17.2,29.83
0,27,6.8,2,1.24,2,17482,22,8.43,11.28,13.42
1,7,6.8,2,2.41,2,45043,61,7.56,9.35,11.43
2,23,3.3,0,0.75,0,43802,60,6.81,11.68,16.32
2,24,8.7,1,0.17,2,2230,50,9.69,16.49,20.36
4,19,2.7,2,1.63,1,44980,46,16.89,20.95,26.95
0,15,4.0,1,1.55,1,22519,38,4.7,6.62,9.26
5,12,4.3,1,1.9,0,14050,64,13.44,21.69,33.16
